nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
MJC Marquer,Aimée Moreau,clemencedaniel@example.net,0671141836,MJC,France,Île-de-France,92,Levallois-Perret,,,,,,,https://www.hubert.fr/,28409.0,http://www.ledoux.fr/,14033.0,http://fournier.org/,30352.0,,True,,True,2025-03-02,Voir reconnaître plusieurs voilà exiger charge lumière penser.
MJC Voilà,Caroline de la Guillet,laurence58@example.org,0741654562,MJC,France,Occitanie,09,Saint-Girons,,,,,https://www.chevalier.fr/,365.0,http://riviere.fr/,28503.0,http://camus.org/,3681.0,,,https://www.barre.fr/,True,instagram,True,,
Artisan Roi,,valentine33@example.com,0727795150,Artisan,France,Provence-Alpes-Côte d'Azur,06,Cannes,"28, boulevard Maréchal",,https://www.chretien.org/,6295.0,,,,,http://www.boucher.fr/,21945.0,,,http://gay.com/,True,,False,,
Bar à jeux Chaud,Susanne Vallée-Gallet,,0753245627,Bar à jeux,France,Occitanie,32,Condom,chemin Cousin,,,,,,http://www.guilbert.net/,26489.0,http://www.delahaye.fr/,1953.0,,,http://www.gillet.fr/,True,,True,2024-11-05,
MJC Ensemble,Julien Boulanger,rmoulin@example.com,0790150918,MJC,France,Bretagne,29,Quimper,"6, rue Maggie Garcia",,https://www.marty.com/,6377.0,https://fontaine.com/,1463.0,,,,,,,,False,email,True,2024-12-21,
Asso JDR Face,Nathalie Le Deschamps,,0694860257,Asso JDR,France,Nouvelle-Aquitaine,64,Biarritz,"23, boulevard Margot Dumas",,http://da.org/,2225.0,https://barbier.org/,12979.0,https://fouquet.org/,9513.0,http://renault.com/,47187.0,,,,True,telephone,True,,
Influenceur Dent,,yves63@example.net,0793545518,Influenceur,France,Normandie,61,Flers,"4, rue de Maillet",312.0,,,,,,,http://daniel.net/,23189.0,https://weiss.fr/,26536.0,https://chauveau.fr/,True,instagram,True,,
Boutique spécialisée Devoir,Cécile Le Texier,bouvetodette@example.net,0657034592,Boutique spécialisée,France,Bourgogne-Franche-Comté,71,Mâcon,,,,,,,,,https://moulin.fr/,15924.0,https://www.vasseur.fr/,16264.0,,False,instagram,False,2024-12-03,Animer pointe point peur parent genou.
Artisan Pourquoi,,marquesgeorges@example.com,0657203490,Artisan,France,Nouvelle-Aquitaine,86,Montmorillon,,64.0,,,https://rodrigues.fr/,10943.0,http://laroche.fr/,9105.0,,,,,,True,instagram,True,2024-09-14,Causer dominer réclamer inquiéter tâche appel.
Influenceur Inventer,,umorel@example.com,0667290026,Influenceur,France,Nouvelle-Aquitaine,40,Mont-de-Marsan,"74, chemin Nguyen",,http://www.pruvost.com/,1521.0,,,,,,,https://www.cordier.net/,32025.0,http://www.lopez.net/,False,,True,2024-03-18,Élément mien foule tantôt lors.
Ludothèque Bien,Marc Besnard,gguyon@example.com,0784238128,Ludothèque,France,Auvergne-Rhône-Alpes,38,Bourgoin-Jallieu,"799, rue Barbe",,https://torres.com/,3465.0,https://sauvage.com/,11496.0,http://www.bazin.com/,19759.0,http://www.wagner.com/,6971.0,https://www.boucher.org/,36438.0,,True,telephone,False,,
Médiathèque Retourner,Suzanne Benoit,cecilemarin@example.net,0714030109,Médiathèque,France,Nouvelle-Aquitaine,16,Blanzac,,,http://www.lemonnier.fr/,3534.0,,,https://fontaine.com/,23379.0,,,http://lemaire.fr/,28019.0,https://www.lombard.net/,True,,True,,
Artisan Doux,Nathalie-Laurence Rossi,traoredaniel@example.org,0708285960,Artisan,France,Nouvelle-Aquitaine,23,Aubusson,"2, chemin Nicolas De Oliveira",,https://www.bernier.com/,7576.0,https://valette.com/,11549.0,,,https://www.thierry.org/,48529.0,,,https://lacombe.org/,True,,False,2024-07-05,
Médiathèque Moindre,,simonejourdan@example.org,0744365971,Médiathèque,France,Occitanie,46,Figeac,"76, rue Teixeira",,https://www.lemonnier.com/,3225.0,,,,,http://www.jacques.fr/,34626.0,,,,True,telephone,False,,
CSCS Tard,Suzanne-Sylvie Grenier,morenojerome@example.com,0747649288,CSCS,France,Occitanie,09,Pamiers,"4, avenue Da Silva",311.0,,,http://www.guillon.fr/,7056.0,https://weber.com/,8066.0,,,,,,False,telephone,True,2025-03-28,
Bar à jeux Poitrine,,lecomtetheodore@example.org,0764266528,Bar à jeux,France,Corse,2A,Sartène,"3, rue de Gonzalez",449.0,http://www.huet.fr/,6018.0,https://delahaye.fr/,3873.0,,,,,,,http://www.dias.net/,True,email,False,2025-11-28,Vision fils froid un morceau portier poésie achever.
Influenceur Voler,Margaud Hernandez,margaux24@example.net,0635750758,Influenceur,France,Hauts-de-France,59,Lille,"16, rue Valentine Delattre",,https://www.bouchet.fr/,1653.0,,,,,,,http://becker.com/,37225.0,http://lenoir.com/,True,,False,2024-02-25,
MJC Savoir,,davidjoseph@example.org,0695400415,MJC,France,Auvergne-Rhône-Alpes,26,Valence,"84, rue Paul Vasseur",,,,https://www.denis.com/,14159.0,https://www.guillaume.fr/,13993.0,https://perrier.com/,19483.0,http://mary.fr/,68040.0,http://diallo.fr/,True,email,True,2024-07-05,Premier ailleurs mort justice enfin.
Médiathèque Perte,Benoît Jacquot,corinnemartinez@example.org,0750437636,Médiathèque,France,Centre-Val de Loire,37,Chinon,"29, chemin Delmas",,,,,,,,,,,,https://brun.com/,True,email,True,,Politique avancer pourquoi autrement siècle tel cause compagnon.
Ludothèque Bataille,,raymondgirard@example.com,0727222691,Ludothèque,France,Pays de la Loire,49,Angers,avenue Élise Guillon,,http://pages.fr/,6056.0,,,https://lacroix.fr/,9855.0,http://tanguy.com/,40530.0,,,https://www.perrier.fr/,True,,True,2024-09-28,
Boutique spécialisée Garder,Emmanuel Laporte,salmonsusan@example.com,0669960192,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,05,Briançon,rue de Morvan,,https://www.briand.fr/,8442.0,https://www.pereira.com/,3238.0,https://www.perrin.org/,27687.0,https://guichard.fr/,11886.0,,,https://www.couturier.org/,False,,True,,Plein rire céder madame serrer.
CSCS Mur,,fernandesaugustin@example.com,0626395791,CSCS,France,Occitanie,30,Bagnols-sur-Cèze,"74, rue Thibault François",,,,https://turpin.fr/,11059.0,http://www.diaz.com/,3262.0,,,,,http://camus.fr/,False,facebook,True,2025-02-12,
Médiathèque Moitié,Henri Julien de la Leleu,daniellejulien@example.org,0735474336,Médiathèque,France,Auvergne-Rhône-Alpes,73,Chambéry,"52, boulevard Michèle Lévêque",,https://torres.com/,6988.0,http://henry.com/,10360.0,http://bailly.net/,13833.0,https://barthelemy.com/,12248.0,,,https://www.lefort.com/,True,facebook,True,2024-10-07,
Médiathèque Figurer,,gauthiereugene@example.net,,Médiathèque,France,Occitanie,46,Figeac,avenue de Peron,243.0,https://collet.com/,8649.0,https://weiss.fr/,6446.0,,,,,,,http://www.joly.com/,True,,False,2025-11-14,Jeter rouler plante.
CSCS Jeu,,lenoirnicole@example.org,0629202900,CSCS,France,Bretagne,56,Vannes,"71, rue de Boulanger",81.0,https://www.bazin.fr/,819.0,https://chauveau.com/,10693.0,https://loiseau.com/,4987.0,http://brunet.com/,29664.0,,,https://www.lucas.com/,False,,True,2024-02-29,
Éditeur Digne,,david52@example.org,0619362769,Éditeur,France,Île-de-France,93,Saint-Denis,"67, rue Alix Barbier",,http://renard.org/,5611.0,,,https://www.germain.fr/,22537.0,,,,,http://bigot.com/,True,telephone,False,2025-11-26,
MJC Avant,Philippine Faivre,emmanuelledijoux@example.com,,MJC,France,Centre-Val de Loire,18,Saint-Amand-Montrond,"706, chemin de Letellier",381.0,https://delattre.org/,6494.0,http://michel.com/,7434.0,https://marty.fr/,1770.0,,,https://picard.com/,13811.0,https://www.bailly.fr/,False,facebook,False,2024-09-22,Problème mourir joindre hésiter rocher contre personne fumer.
Bar à jeux Plonger,,,0622829849,Bar à jeux,France,Nouvelle-Aquitaine,17,Jonzac,,,,,,,http://www.richard.com/,16440.0,,,http://www.maillard.com/,2747.0,,True,,True,2024-03-16,Repas tout mince trente étroit.
Influenceur Protéger,,ulacroix@example.org,0772816817,Influenceur,France,Bretagne,35,Rennes,"58, chemin Augustin Hernandez",261.0,https://peltier.net/,1967.0,,,https://www.briand.com/,1166.0,,,,,http://tessier.com/,True,telephone,False,,Fois feu signe précipiter prévenir pitié.
Influenceur Immobile,,emilie80@example.org,0692095905,Influenceur,France,Grand Est,55,Commercy,"18, chemin Marques",287.0,http://www.louis.org/,382.0,,,https://www.paris.fr/,23379.0,,,http://www.dumas.com/,17712.0,https://www.gillet.net/,False,facebook,True,,
Éditeur Inconnu,Alexandre Vallée,jlaunay@example.com,0768997886,Éditeur,France,Centre-Val de Loire,28,Chartres,,372.0,https://www.delannoy.com/,8995.0,,,,,,,,,,True,facebook,True,,
Influenceur Loin,Zoé Le Fontaine,theodoreraynaud@example.com,0774369553,Influenceur,France,Grand Est,52,Saint-Dizier,"44, rue de Guillou",69.0,,,,,http://www.benoit.net/,20065.0,https://thibault.fr/,16286.0,,,,False,facebook,False,2024-10-04,
Ludothèque Montrer,Gilles de Lenoir,mpetit@example.net,0734381208,Ludothèque,France,Grand Est,55,Bar-le-Duc,"4, rue Léon Gaillard",,,,,,,,,,,,,True,,False,,
MJC Vieillard,,reneeblin@example.com,,MJC,France,Pays de la Loire,49,Angers,"224, chemin Lenoir",,,,,,,,http://www.etienne.com/,45116.0,http://renaud.com/,59347.0,http://bailly.com/,False,email,False,2024-05-14,Accepter nuit oublier chanter.
MJC Autre,Marguerite Guillon,odette27@example.com,0763455669,MJC,France,Provence-Alpes-Côte d'Azur,04,Sisteron,"62, rue Denis",,http://www.hubert.fr/,4943.0,,,https://www.leroy.net/,825.0,,,https://www.toussaint.com/,33081.0,https://giraud.fr/,False,,True,,Écraser vide genou conclure.
Asso JDR Inviter,Arthur Seguin,jbegue@example.net,0771722389,Asso JDR,France,Bretagne,29,Quimper,"4, avenue Weber",325.0,,,,,http://valette.net/,29592.0,,,http://www.gomez.com/,72253.0,https://www.bourgeois.org/,False,facebook,False,2025-08-15,Musique robe souhaiter calme bientôt rêver lire.
MJC Prison,Josette Guillet,thibaultlaetitia@example.com,0701847098,MJC,France,Centre-Val de Loire,28,Châteaudun,"40, rue de Lemoine",,https://www.poulain.fr/,8441.0,,,,,,,,,http://www.legrand.fr/,True,facebook,True,2025-10-15,
CSCS Fatiguer,Noémi Descamps,nfleury@example.com,0619527361,CSCS,France,Occitanie,82,Montauban,rue de Guillon,,https://lopez.com/,5438.0,http://coulon.fr/,8348.0,https://www.poirier.com/,27440.0,,,https://www.charrier.org/,66337.0,https://www.maillot.fr/,True,,False,,
Bar à jeux Passé,Raymond Gaudin-Pineau,capucine96@example.net,0709327095,Bar à jeux,France,Nouvelle-Aquitaine,40,Dax,,,http://www.pottier.net/,5250.0,,,https://www.blot.com/,13018.0,,,,,http://peltier.org/,False,facebook,False,,
Éditeur Entendre,Brigitte Mahe,michelle96@example.net,,Éditeur,France,Normandie,27,Évreux,"782, rue Daniel Blanc",,http://jean.com/,8423.0,,,https://pires.com/,27344.0,,,https://www.martin.com/,15890.0,https://picard.com/,False,,False,,
Bar à jeux Eh,,yveslecomte@example.org,0637166118,Bar à jeux,France,Pays de la Loire,44,Saint-Nazaire,"7, rue Julien Leduc",310.0,,,,,http://www.gaudin.fr/,15149.0,https://da.fr/,17262.0,https://seguin.fr/,18074.0,,False,facebook,True,2024-10-22,
Médiathèque Mentir,,rboutin@example.com,0601367827,Médiathèque,France,Grand Est,08,Sedan,"44, rue Suzanne Gimenez",425.0,,,http://garcia.fr/,12038.0,https://colas.com/,15541.0,,,,,http://www.gilbert.fr/,False,facebook,True,2025-02-11,
Artisan Douter,,margaud68@example.org,0627594692,Artisan,France,Auvergne-Rhône-Alpes,26,Montélimar,"66, rue Marguerite Bertrand",,http://www.hamon.fr/,4672.0,https://delaunay.fr/,6336.0,https://www.duhamel.fr/,17698.0,,,http://deschamps.fr/,5300.0,,False,,True,2024-06-12,
Bar à jeux Aujourd'hui,Margot Blot,jmaurice@example.com,0666652758,Bar à jeux,France,Provence-Alpes-Côte d'Azur,13,Marseille,"39, chemin de Meyer",493.0,,,,,http://www.ribeiro.org/,18116.0,,,http://www.perrot.org/,35522.0,http://www.techer.com/,True,,True,2024-08-13,
Boutique spécialisée Commun,,laurentjulien@example.net,0604536321,Boutique spécialisée,France,Pays de la Loire,44,Rezé,"6, chemin de Faure",,https://www.baudry.net/,5878.0,http://blanchard.fr/,13680.0,http://paris.net/,8375.0,,,http://www.lamy.fr/,36790.0,,False,email,True,2025-04-24,
CSCS Quelqu'un,Amélie Pascal,auguste43@example.com,,CSCS,France,Auvergne-Rhône-Alpes,03,Moulins,,,https://riviere.com/,6265.0,,,http://carre.fr/,165.0,http://mary.com/,29779.0,,,https://www.bertrand.net/,True,,False,,
MJC Bon,Henriette Aubry,,0687333984,MJC,France,Nouvelle-Aquitaine,64,Biarritz,"2, avenue Pénélope Blondel",,https://lemaitre.fr/,196.0,http://riou.org/,4326.0,http://www.bouchet.com/,3901.0,,,https://voisin.net/,57548.0,http://www.foucher.net/,True,,True,,Magnifique prononcer vraiment.
MJC Faute,,guyonhortense@example.org,0790072480,MJC,France,Hauts-de-France,62,Arras,,43.0,https://www.coste.fr/,2024.0,https://www.guillet.org/,9112.0,http://barbier.net/,9185.0,,,,,https://www.benard.fr/,True,email,False,2025-08-10,
Artisan Saisir,,marienoel@example.org,0687166725,Artisan,France,Auvergne-Rhône-Alpes,69,Vénissieux,"89, chemin de Daniel",201.0,http://www.maury.fr/,2099.0,,,https://cousin.fr/,21597.0,http://labbe.com/,2937.0,,,http://www.bouvet.fr/,False,instagram,False,,
Ludothèque Espoir,Franck Guyon Le Martinez,perrierlouis@example.org,0623257011,Ludothèque,France,Nouvelle-Aquitaine,47,Villeneuve-sur-Lot,"7, chemin Carpentier",69.0,,,,,,,http://www.sauvage.com/,799.0,,,https://dupuis.net/,True,telephone,True,2025-03-09,
Ludothèque Sauter,Martin Fernandez-Guillou,lemoineclaudine@example.org,0611215408,Ludothèque,France,Nouvelle-Aquitaine,24,Périgueux,,,http://morel.com/,8322.0,https://lacombe.fr/,3867.0,,,,,https://hamon.com/,29746.0,http://www.rossi.net/,True,instagram,True,2025-04-24,Autant toile davantage.
Boutique spécialisée Chance,,vperez@example.com,0675733009,Boutique spécialisée,France,Occitanie,09,Saint-Girons,"322, chemin Victoire Blanchet",,https://www.reynaud.com/,2288.0,http://www.ferreira.fr/,13292.0,https://www.guillaume.fr/,19045.0,,,,,https://www.nicolas.com/,False,facebook,False,,
Bar à jeux Certainement,,yfaure@example.com,0657302863,Bar à jeux,France,Occitanie,48,Langogne,rue Charles Texier,,https://faure.org/,953.0,,,,,,,,,http://www.mace.com/,True,email,False,,
CSCS Vue,Timothée-Isaac Chauvin,marieferreira@example.com,0731206436,CSCS,France,Provence-Alpes-Côte d'Azur,84,Orange,,,http://www.gay.fr/,3215.0,,,,,,,,,https://chartier.org/,True,,True,,Visite entre minute court chien employer.
Ludothèque Emmener,,renardvalentine@example.net,0619216855,Ludothèque,France,Centre-Val de Loire,18,Saint-Amand-Montrond,"64, boulevard de Perez",88.0,http://girard.org/,6303.0,http://www.ollivier.fr/,5237.0,,,,,,,https://delaunay.fr/,True,,True,,
Éditeur Homme,,,0726341139,Éditeur,France,Auvergne-Rhône-Alpes,01,Oyonnax,"5, rue Clémence Rolland",156.0,https://martin.com/,7310.0,,,https://www.martinez.com/,28961.0,,,https://ruiz.fr/,29097.0,http://diallo.com/,True,instagram,True,,Présent oublier trou public cas guère ramener exposer.
Artisan Choix,Françoise Richard,gerard37@example.com,,Artisan,France,Bourgogne-Franche-Comté,25,Pontarlier,"609, boulevard de Poulain",166.0,http://www.bouchet.fr/,7100.0,,,,,https://www.tanguy.fr/,14003.0,,,http://dupont.fr/,False,,True,,
Ludothèque Science,,vollivier@example.org,0791896774,Ludothèque,France,Île-de-France,75,Paris,boulevard Rossi,,https://bousquet.net/,8467.0,https://leclerc.com/,10591.0,,,,,http://www.descamps.com/,15076.0,https://www.simon.fr/,True,email,True,,
CSCS Juste,Jean-Gabriel Fouquet,thierry64@example.net,0643186323,CSCS,France,Occitanie,09,Foix,"15, avenue Chartier",,http://www.michaud.fr/,7967.0,http://meunier.com/,11319.0,,,,,,,,False,telephone,False,,
Boutique spécialisée Certain,,veroniquemichel@example.com,0642930695,Boutique spécialisée,France,Île-de-France,77,Melun,"6, boulevard Guillaume",,,,http://boucher.fr/,10463.0,http://www.lefebvre.com/,9479.0,http://www.collet.fr/,10209.0,,,http://www.bazin.fr/,False,instagram,True,2025-09-10,
Médiathèque Beau,,ccouturier@example.org,0636384030,Médiathèque,France,Nouvelle-Aquitaine,87,Limoges,"65, rue de Vidal",,,,http://duhamel.net/,9627.0,http://seguin.fr/,358.0,,,http://www.leger.fr/,59616.0,,False,email,False,2025-05-23,
CSCS Train,,nmerle@example.org,0726200479,CSCS,France,Grand Est,51,Reims,"485, boulevard de Le Gall",,http://leger.fr/,5476.0,,,http://www.girard.com/,28558.0,https://www.brun.fr/,5007.0,,,http://www.legendre.org/,True,instagram,True,2025-05-02,
Asso JDR Mais,,elise47@example.com,0752109474,Asso JDR,France,Nouvelle-Aquitaine,87,Saint-Junien,"60, avenue Couturier",471.0,http://www.lagarde.com/,7613.0,https://www.goncalves.com/,7386.0,http://olivier.com/,9588.0,,,https://www.lefevre.com/,3655.0,https://julien.net/,True,,False,2024-03-20,
Asso JDR Souffler,,julietteferreira@example.com,0625051607,Asso JDR,France,Nouvelle-Aquitaine,16,Cognac,avenue Martine Sanchez,,,,http://martinez.fr/,4822.0,https://dijoux.fr/,11117.0,,,,,https://faivre.com/,False,,True,,Vieil enfin descendre toile.
CSCS Roche,Sylvie Diaz,elise70@example.net,0727523807,CSCS,France,Occitanie,66,Perpignan,"2, rue de Nguyen",,http://www.lelievre.fr/,6847.0,,,http://www.verdier.fr/,8430.0,http://pires.fr/,37300.0,,,https://moreno.fr/,True,instagram,True,2024-10-01,
Médiathèque Puis,Claude Sanchez,jlelievre@example.org,0715804038,Médiathèque,France,Auvergne-Rhône-Alpes,07,Annonay,"5, rue Joly",,http://martin.fr/,2504.0,https://fernandes.fr/,11148.0,,,http://www.lesage.fr/,39897.0,,,https://nicolas.fr/,True,facebook,False,,
Bar à jeux Nu,Christelle-Capucine Jacob,lamyphilippe@example.com,0685179043,Bar à jeux,France,Auvergne-Rhône-Alpes,43,Brioude,"736, rue Guillaume",,,,https://joly.com/,14108.0,http://www.ledoux.com/,20293.0,,,,,http://www.fournier.com/,True,,True,,
Bar à jeux Rencontre,Éric de la Briand,timothee40@example.net,0760578628,Bar à jeux,France,Corse,2B,Bastia,"42, chemin Alain Gaudin",394.0,http://collin.fr/,3559.0,,,https://www.poulain.fr/,939.0,http://aubert.org/,2649.0,,,http://brunel.fr/,False,facebook,True,2024-08-17,Allumer traverser discours aile.
Médiathèque Apercevoir,Alix Marques,jacquelinedevaux@example.com,0632160661,Médiathèque,France,Occitanie,66,Prades,,431.0,http://salmon.fr/,7198.0,http://www.morvan.com/,518.0,http://lebrun.fr/,22011.0,,,,,https://martin.com/,False,instagram,True,,
Boutique spécialisée Allumer,Luce Morvan,colette93@example.com,0641858308,Boutique spécialisée,France,Normandie,14,Lisieux,,174.0,https://www.roux.fr/,6420.0,http://www.richard.com/,8843.0,https://www.ferrand.fr/,22196.0,https://gaillard.fr/,30309.0,http://hoarau.com/,66707.0,https://hoareau.fr/,True,,True,,
Artisan Enfermer,,schmittodette@example.org,0630554855,Artisan,France,Grand Est,52,Saint-Dizier,,,https://www.lacombe.fr/,1090.0,,,http://bigot.com/,24268.0,http://allard.fr/,46410.0,https://dufour.fr/,2767.0,http://www.pottier.fr/,True,telephone,True,,
Médiathèque Après,Jacqueline Vallée-Thibault,heleneandre@example.org,0705584624,Médiathèque,France,Bretagne,56,Lorient,"40, boulevard Noémi Lacombe",,https://baudry.fr/,7938.0,,,http://marques.com/,29253.0,,,http://www.marchal.com/,51521.0,,True,telephone,False,,Occuper nommer paupière religion étoile réunir.
Médiathèque Branche,Dominique Chauvin de la Ollivier,aurorele-gall@example.org,0681804206,Médiathèque,France,Grand Est,67,Sélestat,"6, rue de Godard",216.0,,,,,https://www.moreno.com/,13260.0,,,,,,True,,False,2026-01-18,
Ludothèque Lever,,,0774056485,Ludothèque,France,Centre-Val de Loire,41,Blois,"93, rue Leclercq",,https://weber.net/,6731.0,http://blin.net/,2463.0,https://www.blin.com/,11258.0,https://www.collin.org/,35613.0,https://nguyen.com/,24990.0,https://www.dias.net/,True,email,False,,Étage lettre croiser autour couper.
